"Prioritisation","ID","Date Added","Date of Publishing","Summary","Data Source","Probability of UK alert","Product Category","Raw Product Phrase","Commodity / Product","Country of Origin","Notified by","Hazard Description","Hazard Group","Incident Title","Alert Type","Link","Food, Feed or FCM","Manufacturer","Brand","Organisations","Source Type","Is A Food Article","Eu/non-EU Country of Origin","EU/non-EU Notifying Country"
"HIGH","222389","2020-07-04","2020-07-03","cadmium: live murex snails (bolinus brandaris)","RASFF","0","gastropods","live murex snails (bolinus brandaris)","snail","Italy","Spain","cadmium","heavy metals","cadmium (up to 1.8 mg/kg - ppm) in live murex snails (Bolinus brandaris) from Italy","information for attention","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2708","food",NA,NA,"Bolinus","Official","Yes","EU","EU"
"HIGH","222390","2020-07-04","2020-07-03","pumpkin seed oil: pumpkin seed oil","Slovenia_FAR","0","nuts, nut products and seeds","pumpkin seed oil","pumpkin","Slovenia","Slovenia","pumpkin seed oil","environmental pollutants","The withdrawal of pumpkin seed oil","recall","https://www.gov.si/novice/2020-07-03-umik-bucnega-olja/","food",NA,NA,"o.a","Official","Yes","EU","EU"
"HIGH","222341","2020-07-03","2020-07-03","okf brand rice milk: rice milk","New_Zealand_FAR","0","cereals and bakery products","rice milk","rice","New Zealand","New Zealand","okf brand rice milk","allergens","OKF brand Rice Milk","recall","https://www.mpi.govt.nz/food-safety/food-recalls/recalled-food-products/okf-brand-rice-milk/","food",NA,NA,"Emart Company Ltd, OKF, Rice Milk","Official","Yes","non_EU","non_EU"
"HIGH","222343","2020-07-03","2020-07-03","Salmonella: backyard chickens","FSN_FAR","0","poultry meat and poultry meat products","backyard chickens","chicken","Australia","","Salmonella","pathogenic micro-organisms","Five children hospitalized in backyard poultry Salmonella outbreak","outbreak","https://www.foodsafetynews.com/2020/07/five-children-hospitalized-in-backyard-poultry-salmonella-outbreak/","food",NA,NA,"Infantis, CDC, Enteritidis, The Victorian Department of Health and Human Services, Salmonella Typhimurium, Communicable Diseases Branch, Prevention Division, Food Safety News, Queensland Health, The Centers for Disease Control and Prevention, Salmonella Enteritidis, Agona, Anatum","Others","Yes","non_EU",""
"HIGH","222360","2020-07-03","2020-07-03","shrimp: shrimp","Netherlands_FAR","0","crustaceans and products thereof","shrimp","shrimp","Netherlands","Netherlands","shrimp","allergens"," Important security note SPAR, shrimp, surimi salad, 150 grams of found","recall","https://www.nvwa.nl/documenten/waarschuwingen/2020/07/03/belangrijke-veiligheidswaarschuwing-spar-garnalen-surimi-salade-150-gram-allergenen","food",NA,NA,"TREE, FIR","Official","Yes","EU","EU"
"HIGH","222314","2020-07-03","2020-07-02","nuts: fruit","Belgium_FAR","0","fruits and vegetables","fruit","fruit","Belgium","Belgium","nuts","allergens","Allergen not listed on the label : fruit and nuts.","warning","http://www.favv-afsca.fgov.be/consommateurs/avertissements/2020/2020-07-02.asp","food",NA,NA,"Hemar NV Bagattenstraat, Hemar NV","Official","Yes","EU","EU"
"HIGH","222318","2020-07-03","2020-07-02","Campylobacter: raw milk","FSN_FAR","0","milk and milk products","raw milk","milk","USA","","Campylobacter","pathogenic micro-organisms","State recalls, quarantines raw milk because of Campylobacter","recall","https://www.foodsafetynews.com/2020/07/state-recalls-quarantines-raw-milk-because-of-campylobacter/","food",NA,NA,"The California Department of Food and Agriculture, Food Safety News","Others","Yes","non_EU",""
"HIGH","222320","2020-07-03","2020-07-02","false declaration: crazy wolf sugarfree 1.5 l","Germany_FAR","0",NA,"crazy wolf sugarfree 1.5 l","sugarfree","Germany","Germany","false declaration","Fraud","Warning for the product crazy wolf sugarfree 1.5 l for false declaration of the product: not reported sugar content can lead to diabetics to health hazards ","recall","https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/52724","food",NA,NA,"Rhineland-Palatinate, Egger Getranke GmbH & Co OG, Schleswig-Holstein","Official","Yes","EU","EU"
"HIGH","222321","2020-07-03","2020-07-02","allergies to mustard: mustard seeds","Netherlands_FAR","0","nuts, nut products and seeds","mustard seeds","mustard seed","Netherlands","Netherlands","allergies to mustard","allergens","Important safety warning House aioli, and allergens","recall","https://www.nvwa.nl/documenten/waarschuwingen/2020/07/02/belangrijke-veiligheidswaarschuwing-hoogvliet-aioli-allergenen""food",NA,NA,"House","Official","Yes","EU","EU"
"HIGH","222326","2020-07-03","2020-07-02","salmonella: frozen chicken leg meat","RASFF","0","poultry meat and poultry meat products","frozen chicken leg meat","chicken","Poland","Netherlands","salmonella","pathogenic micro-organisms","Salmonella enterica ser. Enteritidis (presence /25g) in frozen chicken leg meat from Poland","alert","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2700","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","222327","2020-07-03","2020-07-02","salmonella: almonds","RASFF","0","nuts, nut products and seeds","almonds","almond","USA","Germany","salmonella","pathogenic micro-organisms","Salmonella (presence /250g) in almonds from the United States","information for attention","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2699","food",NA,NA,"","Official","Yes","non_EU","EU"
"HIGH","222329","2020-07-03","2020-07-02","listeria monocytogenes: smoked salmon bacon","RASFF","0","fish and fish products","smoked salmon bacon","pork","France","France","listeria monocytogenes","microbial contaminants (other)","Listeria monocytogenes (presence) in smoked salmon bacon from France","information for attention","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2696","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","222331","2020-07-03","2020-07-02","salmonella: frozen chicken wings","RASFF","0","poultry meat and poultry meat products","frozen chicken wings","chicken","Poland","Bulgaria","salmonella","pathogenic micro-organisms","Salmonella enterica ser. Enteritidis (in 5 out of 5 samples /25g) in frozen chicken wings from Poland","alert","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2694","food",NA,NA,"https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2694","Official","Yes","EU","EU"
"HIGH","222334","2020-07-03","2020-07-02","polycyclic aromatic hydrocarbons: cereals for babies","RASFF","0","cereals and bakery products","cereals for babies","cereal baby","Austria","Austria","polycyclic aromatic hydrocarbons","environmental pollutants","polycyclic aromatic hydrocarbons (2 Âµg/kg - ppb) in cereals for babies from Austria","alert","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2688","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","222335","2020-07-03","2020-07-02","salmonella: eggs","RASFF","0","eggs and egg products","eggs","egg","United Kingdom","United Kingdom","salmonella","pathogenic micro-organisms","foodborne outbreak suspected to be caused by Salmonella enterica ser. Enteritidis in eggs from the United Kingdom","information for attention","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2687","food",NA,NA,"Enteritidis","Official","Yes","EU","EU"
"HIGH","222336","2020-07-03","2020-07-01","listeria monocytogenes: organic young sprouts","RASFF","0","fruits and vegetables","organic young sprouts","sprout","France","Belgium","listeria monocytogenes","microbial contaminants (other)","Listeria monocytogenes (presence /25g) in organic young sprouts from France","information for attention","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2682","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","222337","2020-07-03","2020-07-01","salmonella: chilled chicken legs","RASFF","0","poultry meat and poultry meat products","chilled chicken legs","chicken","Poland","Czech Republic","salmonella","pathogenic micro-organisms","Salmonella enterica ser. Havana (presence /25g) in chilled chicken legs from Poland","information for attention","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2681","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","222346-22055","2020-07-03","2020-06-19","the toxin: two kinds of prepackaged cheese spread","HongKong_FAR","0","milk and milk products","two kinds of prepackaged cheese spread","cheese","Hong Kong","Hong Kong","the toxin","natural toxins (other)","Not to consume two kinds of prepackaged cheese spread that may be contaminated with Clostridium botulinum","recall","https://www.cfs.gov.hk/english/whatsnew/whatsnew_fa/2020_396.html","food",NA,NA,"Food Incident Surveillance System, The Centre for Food Safety, CFS, the UK Food Standards Agency, CitySuper Packing, Clostridium","Official","Yes","non_EU","non_EU"
"HIGH","222292","2020-07-02","2020-07-02","Yersinia enterocolitica: spinach","FSN_FAR","0","fruits and vegetables","spinach","spinach","","","Yersinia enterocolitica","pathogenic micro-organisms","Spinach suspected in Norwegian Yersinia outbreak","outbreak","https://www.foodsafetynews.com/2020/07/spinach-suspected-in-norwegian-yersinia-outbreak/","food",NA,NA,"Mattilsynet, The Norwegian Institute of Public Health, The Norwegian Food Safety Authority, Norwegian Food Safety Authority, the Veterinary Institute, Trondelag, the Norwegian Institute of Public Health, Yersiniosis, the Norwegian Food Safety Authority, Rogaland, Food Safety News","Others","Yes","",""
"HIGH","222291","2020-07-02","2020-07-01","enlightened chocolate peanut butter ice cream: enlightened chocolate peanut butter ice cream","Food_Poisoning_Bulletin","0","nuts, nut products and seeds","enlightened chocolate peanut butter ice cream","butter","USA","USA","enlightened chocolate peanut butter ice cream","allergens","Enlightened Chocolate Peanut Butter Ice Cream Recalled For Milk","recall","https://foodpoisoningbulletin.com/2020/enlightened-chocolate-peanut-butter-ice-cream-recalled-for-milk/","food",NA,NA,"Beyond Better Foods, ""Dairy-Free Chocolate Peanut Butter, https://foodpoisoningbulletin.com/2020/enlightened-chocolate-peanut-butter-ice-cream-recalled-for-milk/, Dairy-Free Chocolate Peanut Butter Ice Cream","Others","Yes","non_EU","non_EU"
"HIGH","222293","2020-07-02","2020-07-01","listeria monocytogenes contamination: recalled shrimp poke","FSN_FAR","0","crustaceans and products thereof","recalled shrimp poke","shrimp","","","listeria monocytogenes contamination","microbial contaminants (other)","Consumers in Hawaii urged to check homes for recalled shrimp poke","recall","https://www.foodsafetynews.com/2020/07/consumers-in-hawaii-urged-to-check-homes-for-recalled-shrimp-poke/","food",NA,NA,"Safeway, the Food and Drug Administration, Norpac, Fresh Shrimp Poke, Norpac Fisheries Export, Food Safety News","Others","Yes","",""
"HIGH","222294","2020-07-02","2020-07-01","listeria monocytogenes: cheese stuffed pasta","FSN_FAR","0","milk and milk products","cheese stuffed pasta","cheese","USA","","listeria monocytogenes","microbial contaminants (other)","Listeria tests prompt recall of cheese stuffed pasta","recall","https://www.foodsafetynews.com/2020/07/listeria-tests-prompt-recall-of-cheese-stuffed-pasta/","food",NA,NA,"the Food and Drug Administration, Food Safety News, Garland Ventures Ltd.","Others","Yes","non_EU",""
"HIGH","222295","2020-07-02","2020-07-01","suspected salmonella: prima chicken","Norway_FAR","0","poultry meat and poultry meat products","prima chicken","chicken","Norway","Norway","suspected salmonella","pathogenic micro-organisms","Solvinge and PRIMA chicken - and kjøttdeigprodukter be pulled from the market","recall","https://www.matportalen.no/verktoy/tilbaketrekkinger/solvinge_og_prima_kylling-_og_kjottdeigprodukter_trekkes_fra_markedet","food",NA,NA,"","Official","Yes","non_EU","non_EU"
"HIGH","222296","2020-07-02","2020-07-01","listeria monocytogenes: pasteurized milk cheese","RASFF","0.050847458","milk and milk products","pasteurized milk cheese","cheese","France","France","listeria monocytogenes","microbial contaminants (other)","Listeria monocytogenes (presence /25g) in pasteurized milk cheese from France","alert","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2655","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","222299","2020-07-02","2020-07-01","listeria monocytogenes: gorgonzola cheese","RASFF","0","milk and milk products","gorgonzola cheese","cheese","Italy","Germany","listeria monocytogenes","microbial contaminants (other)","Listeria monocytogenes (presence /25g) in gorgonzola cheese from Italy","alert","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2672","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","222301","2020-07-02","2020-07-01","escherichia coli: live clams (ruditapes philippinarum)","RASFF","0","bivalve molluscs and products thereof","live clams (ruditapes philippinarum)","clam","Italy","Italy","escherichia coli","microbial contaminants (other)","too high count of Escherichia coli (790 MPN/100g) in live clams (Ruditapes philippinarum) from Italy","alert","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2671","food",NA,NA,"Escherichia","Official","Yes","EU","EU"
"HIGH","222305","2020-07-02","2020-07-01","dioxins: vegetable stearic acid food grade e570","RASFF","0",NA,"vegetable stearic acid food grade e570","food grade","Germany","Belgium","dioxins","environmental pollutants","dioxins (1.25; 1.39 ng/kg - ppt) in vegetable stearic acid food grade E570 from Germany","information for follow-up","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2659","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","222308","2020-07-02","2020-07-01","salmonella: chilled duck eguilette","RASFF","0","poultry meat and poultry meat products","chilled duck eguilette","duck","Belgium","Belgium","salmonella","pathogenic micro-organisms","Salmonella (presence /25g) in chilled duck eguilette from Belgium","information for attention","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2656","food",NA,NA,"","Official","Yes","EU","EU"
"HIGH","222281","2020-07-01","2020-07-01","milk: milk","Belgium_FAR","0","milk and milk products","milk","milk","Belgium","Belgium","milk","allergens","Allergen not listed on the label : milk","warning","http://www.favv-afsca.fgov.be/consommateurs/avertissements/2020/2020-07-01.asp","food",NA,NA,"Evere Sequoia, Bio Brand, de Bruxelles 1410 Waterloo, Sequoia Jourdan Street Gray, Brioche, Etterbeek Sequoia Evere 10, rue de Geneve, Hoeilaart, DDM, FASFC, Sequoia Organic & Natural Market 532, de Saint-Job, Uccle, Sequoia Organic & Natural Market","Official","Yes","EU","EU"
